image_path,label
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8822.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5207.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8992.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4755.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8647.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8815.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3094.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7027.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7275.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3116.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7097.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4211.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7999.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6407.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4436.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7853.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7910.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6201.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7148.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1682.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\728.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2946.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7907.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4455.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8003.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2678.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4168.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5618.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9057.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8813.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8112.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2359.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5035.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1488.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4982.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\9204.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5997.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6322.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3740.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\9439.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8393.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5422.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9365.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9605.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8715.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3985.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4351.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1783.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2563.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4605.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2316.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3833.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5023.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\257.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3690.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6691.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2512.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\395.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3719.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6607.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6104.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5150.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2272.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5436.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9670.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3615.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4233.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6930.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\992.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\460.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2035.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4893.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3540.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8731.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5369.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\812.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5333.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9883.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2008.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5657.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5058.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5174.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9453.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2901.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1092.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3745.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3456.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1271.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5700.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1760.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1079.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9102.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\515.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5206.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2431.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5325.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6161.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3882.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\371.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\580.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4610.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6940.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6713.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7385.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2391.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3077.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8079.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9673.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5275.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\9057.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\9396.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7279.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6822.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1541.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2195.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1282.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8460.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5263.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2041.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9980.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7624.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6179.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\962.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\670.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2983.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2647.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8181.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7960.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6442.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6257.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8337.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7671.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7160.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\370.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5217.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7766.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2130.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\9854.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3114.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2039.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8394.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3668.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\529.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5888.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4973.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\599.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5706.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3198.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\31.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7159.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8480.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6635.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2422.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\401.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8127.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1979.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9632.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3415.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9853.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4103.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\794.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4580.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6655.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8698.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4714.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5548.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3502.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7131.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6223.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3051.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5934.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7467.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6004.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\9967.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9241.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4513.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6969.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1660.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\264.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2480.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4111.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3281.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3907.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5866.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4485.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\920.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\989.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3650.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5673.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9486.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\252.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8211.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8412.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\5423.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9075.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2961.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1027.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9468.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1846.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4102.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8147.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7933.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8334.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\315.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2019.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\940.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2108.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\680.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8251.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1731.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6301.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5546.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3214.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5161.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8929.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4956.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9739.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6396.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\4592.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8540.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\2415.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8069.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7891.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5294.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9679.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1159.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7913.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1884.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5323.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8212.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1350.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6250.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3896.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\9938.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6918.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6193.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\8648.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\7841.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\547.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\300.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3453.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3804.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6921.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6393.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\5817.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2720.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3184.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\818.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\8632.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1973.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1354.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\3389.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\3022.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4504.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\1974.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\2213.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\97.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\1569.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\4930.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7287.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Dog\6066.jpg,dog
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\6873.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\159.jpg,cat
C:/Users/megag/Documents/Curso IA/Curso Avanzado/Deep Learning Clasification/Cat\7765.jpg,cat
